| StringConverterFactory   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/StringConverterFactory.java:26:18:26:39   | findConverter     | findConverter(Class<?>)                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/StringConverterFactory.java:35:24:35:36   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/StringConverterFactory.java:35:24:35:36   |
| AnnotationStringConverterFactory                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:28:13:28:44                   | findAnnotatedFromStringConverter                                       | findAnnotatedFromStringConverter(Class<T>)                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:89:45:89:76                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:89:92:98:5                    |
| AnnotationStringConverterFactory                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:28:13:28:44                   | findAnnotatedConverter                                                 | findAnnotatedConverter(Class<T>)                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:56:36:56:57                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:56:73:67:5                    |
| AnnotationStringConverterFactory                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:28:13:28:44                   | AnnotationStringConverterFactory                                       | AnnotationStringConverterFactory()                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:34:13:34:44                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:34:48:34:49                   |
| AnnotationStringConverterFactory                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:28:13:28:44                   | <clinit>                                                               | <clinit>()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:28:13:28:44                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/AnnotationStringConverterFactory.java:28:13:28:44                   |
| ConstructorFromStringConverter                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:31:13:31:42                     | getEffectiveType                                                       | getEffectiveType()                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:75:21:75:36                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:75:40:77:5                      |
| ConstructorFromStringConverter                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:31:13:31:42                     | convertFromString                                                      | convertFromString(Class<? extends T>, String)                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:59:14:59:30                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:59:68:72:5                      |
| ConstructorFromStringConverter                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:31:13:31:42                     | ConstructorFromStringConverter                                         | ConstructorFromStringConverter(Class<T>, Constructor<T>)                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:43:5:43:34                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/ConstructorFromStringConverter.java:43:77:56:5                      |
| DistanceFromStringConstructorInvalidParameter                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:19:14:19:58      | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:39:19:39:26      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:39:30:41:5       |
| DistanceFromStringConstructorInvalidParameter                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:19:14:19:58      | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:34:19:34:23      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:34:27:36:5       |
| DistanceFromStringConstructorInvalidParameter                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:19:14:19:58      | DistanceFromStringConstructorInvalidParameter                          | DistanceFromStringConstructorInvalidParameter(int)                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:29:12:29:56      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:29:70:31:5       |
| DistanceFromStringConstructorInvalidParameter                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:19:14:19:58      | DistanceFromStringConstructorInvalidParameter                          | DistanceFromStringConstructorInvalidParameter(Object)                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:25:12:25:56      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameter.java:25:73:27:5       |
| DistanceFromStringConstructorInvalidParameterCount                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:19:14:19:63 | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:39:19:39:26 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:39:30:41:5  |
| DistanceFromStringConstructorInvalidParameterCount                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:19:14:19:63 | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:34:19:34:23 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:34:27:36:5  |
| DistanceFromStringConstructorInvalidParameterCount                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:19:14:19:63 | DistanceFromStringConstructorInvalidParameterCount                     | DistanceFromStringConstructorInvalidParameterCount(int)                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:29:12:29:61 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:29:75:31:5  |
| DistanceFromStringConstructorInvalidParameterCount                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:19:14:19:63 | DistanceFromStringConstructorInvalidParameterCount                     | DistanceFromStringConstructorInvalidParameterCount(String, int)          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:25:12:25:61 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringConstructorInvalidParameterCount.java:25:89:27:5  |
| DistanceFromStringException                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:21:14:21:40                        | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:41:19:41:26                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:41:30:43:5                         |
| DistanceFromStringException                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:21:14:21:40                        | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:36:19:36:23                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:36:27:38:5                         |
| DistanceFromStringException                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:21:14:21:40                        | DistanceFromStringException                                            | DistanceFromStringException(int)                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:31:12:31:38                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:31:52:33:5                         |
| DistanceFromStringException                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:21:14:21:40                        | parse                                                                  | parse(String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:27:47:27:51                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringException.java:27:90:29:5                         |
| DistanceFromStringInvalidParameter                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:19:14:19:47                 | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:39:19:39:26                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:39:30:41:5                  |
| DistanceFromStringInvalidParameter                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:19:14:19:47                 | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:34:19:34:23                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:34:27:36:5                  |
| DistanceFromStringInvalidParameter                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:19:14:19:47                 | DistanceFromStringInvalidParameter                                     | DistanceFromStringInvalidParameter(int)                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:29:12:29:45                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:29:59:31:5                  |
| DistanceFromStringInvalidParameter                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:19:14:19:47                 | parse                                                                  | parse(Object)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:25:54:25:58                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameter.java:25:75:27:5                  |
| DistanceFromStringInvalidParameterCount                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:19:14:19:52            | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:39:19:39:26            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:39:30:41:5             |
| DistanceFromStringInvalidParameterCount                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:19:14:19:52            | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:34:19:34:23            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:34:27:36:5             |
| DistanceFromStringInvalidParameterCount                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:19:14:19:52            | DistanceFromStringInvalidParameterCount                                | DistanceFromStringInvalidParameterCount(int)                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:29:12:29:50            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceFromStringInvalidParameterCount.java:29:64:31:5             |
