| Headers                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:9:196:15            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:87:199:9            | Headers(Map<String,Integer>, List<String>)                                                                                                                                                     |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:17:196:52            | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:9:196:15            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:387:9:387:48            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:388:9:388:48            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | copy(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:390:23:390:35           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | createHeaders(...)              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:393:24:393:38           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | <obinit>(...)                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | new CSVRecordIterator(...)      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:392:34:392:56           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | new ExtendedBufferedReader(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:391:40:391:73           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:383:13:383:34            | new Lexer(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:391:22:391:74           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:387:9:387:48            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:388:9:388:48            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | copy(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:390:23:390:35           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | createHeaders(...)              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:393:24:393:38           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | <obinit>(...)                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | new CSVRecordIterator(...)      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:392:34:392:56           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | new ExtendedBufferedReader(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:391:40:391:73           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:384:13:384:38            | new Lexer(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:391:22:391:74           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:387:9:387:48            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:388:9:388:48            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | copy(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:390:23:390:35           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | createHeaders(...)              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:393:24:393:38           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | <obinit>(...)                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | new CSVRecordIterator(...)      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:392:34:392:56           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | new ExtendedBufferedReader(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:391:40:391:73           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:381:12:381:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:386:32:396:5            | CSVParser(Reader, CSVFormat, long, long)                                                                                                                                                       |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:385:13:385:35            | new Lexer(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:391:22:391:74           |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:360:12:360:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:360:86:362:5            | CSVParser(Reader, CSVFormat)                                                                                                                                                                   |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:360:22:360:40            | this(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:361:9:361:35            |
| CSVParser              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:360:12:360:20           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:360:86:362:5            | CSVParser(Reader, CSVFormat)                                                                                                                                                                   |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:360:43:360:64            | this(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:361:9:361:35            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:89:9:89:56             |
